Country.Name,Country.Code,Indicator.Name,Indicator.Code,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021
Ghana,GHA,"Population ages 0-14, male",SP.POP.0014.MA.IN,3670221,3749979,3820500,3880341,3932700,3979061,4022644,4063843,4102951,4149062,4208145,4274274,4344595,4418656,4496413,4581290,4671143,4762075,4856878,4958756,5068784,5187142,5312264,5438835,5560640,5676429,5784308,5876022,5959590,6043733,6120742,6191283
Ghana,GHA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,47.96473824,47.75925076,47.4427074,46.996719,46.51524818,46.00253779,45.4587,44.85712608,44.19934563,43.61049863,43.11744952,42.62337112,42.1284726,41.68074095,41.28027121,40.93946963,40.63919563,40.35053313,40.09544061,39.89929257,39.77783031,39.71505173,39.67796567,39.63326347,39.55112713,39.42686314,39.24356034,38.98225183,38.70359495,38.43714434,38.13233994,37.80812732
Ghana,GHA,"Population ages 05-09, female",SP.POP.0509.FE,1201345,1226384,1248185,1262467,1275067,1290519,1305211,1318606,1331123,1341909,1350550,1357885,1366954,1381887,1405674,1440150,1482762,1528762,1574069,1616289,1656844,1695240,1729979,1763443,1797990,1831913,1868345,1911698,1957644,2000670,2040187,2070905
Ghana,GHA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,15.41161224,15.34585514,15.24281918,15.05264061,14.8501745,14.68297946,14.51040336,14.31942687,14.11302556,13.88725147,13.63396329,13.3550573,13.08641272,12.88074401,12.76256825,12.73730488,12.777574,12.83966377,12.88869226,12.9069977,12.91183673,12.89642317,12.8429008,12.77607881,12.71833859,12.65694896,12.61134775,12.61956817,12.6523163,12.66358123,12.64911686,12.58335146
Ghana,GHA,"Population ages 05-09, male",SP.POP.0509.MA,1236323,1258818,1278958,1292201,1305398,1322355,1337946,1351513,1363681,1373839,1382038,1389330,1398446,1413507,1437705,1472847,1516430,1563657,1610285,1653711,1695224,1734360,1769303,1802940,1838039,1872985,1910873,1955905,2003733,2048381,2089220,2121172
Ghana,GHA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,16.15704696,16.03214432,15.88201079,15.6504841,15.43999821,15.28795392,15.11972867,14.91814252,14.69035527,14.44032854,14.1606244,13.85450477,13.56038802,13.33347042,13.19915358,13.16169781,13.19302407,13.2493476,13.29354096,13.3061368,13.30345618,13.27902287,13.21514588,13.13817808,13.07340894,13.00921822,12.96428782,12.97571184,13.01292042,13.02736507,13.01588063,12.95329509
Ghana,GHA,"Population ages 10-14, female",SP.POP.1014.FE,996766,1039378,1078729,1116497,1150088,1176420,1201053,1222711,1237277,1250480,1266537,1281896,1295907,1308799,1319877,1328865,1336645,1346064,1361085,1384834,1418942,1460989,1506608,1551666,1593765,1634458,1673398,1708574,1742225,1776909,1811206,1847770
Ghana,GHA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,12.78714474,13.00583291,13.17342469,13.31221775,13.39459555,13.3848036,13.35244358,13.2780537,13.11803787,12.9410588,12.78583699,12.60769103,12.40625536,12.19947708,11.98358078,11.75305257,11.5184229,11.30523576,11.1447507,11.05868893,11.05785572,11.11437512,11.18465431,11.24176596,11.27372394,11.29270412,11.29545689,11.27869557,11.26005636,11.2472479,11.22944254,11.22752548
Ghana,GHA,"Population ages 10-14, male",SP.POP.1014.MA,1041822,1084833,1122937,1158690,1189328,1212304,1234922,1255354,1268969,1282485,1299796,1315939,1330117,1342662,1353072,1361482,1368952,1378158,1393177,1417183,1451796,1494594,1541036,1586948,1629788,1670864,1709865,1744940,1778511,1813374,1848296,1885942
Ghana,GHA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,13.61517999,13.81629371,13.94455916,14.03346042,14.06714981,14.01563172,13.95548518,13.85672937,13.67006319,13.48010794,13.31795209,13.12263939,12.89782331,12.66520133,12.42216249,12.16651882,11.90995739,11.67755317,11.50122892,11.40298188,11.39312883,11.44326841,11.51019104,11.5642291,11.59217975,11.60534317,11.60055524,11.57614731,11.55025576,11.53276251,11.51491949,11.51682608
Ghana,GHA,"Population ages 15-19, female",SP.POP.1519.FE,784801,814581,850272,890434,931543,973999,1016924,1057022,1095721,1130002,1157049,1183400,1207459,1223706,1237966,1254477,1269825,1283961,1297039,1308098,1316221,1322760,1331470,1345986,1369247,1402892,1445155,1491120,1535627,1576888,1617611,1656739
Ghana,GHA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.0679186,10.19292239,10.38350463,10.61682445,10.84929775,11.08174306,11.30543447,11.47874611,11.61721229,11.69425712,11.68054762,11.63896413,11.55950629,11.40631472,11.23988462,11.09513758,10.94261141,10.78364907,10.62033345,10.44591599,10.25735191,10.06280009,9.884472993,9.751622029,9.685567392,9.692784955,9.754810943,9.843237167,9.924810052,9.981180941,10.02915757,10.06677474
Ghana,GHA,"Population ages 15-19, male",SP.POP.1519.MA,802460,840666,883631,929644,973945,1017233,1059822,1098560,1135434,1166949,1191093,1215899,1238933,1254260,1268780,1286392,1302347,1316473,1329078,1339360,1346867,1353058,1361324,1375582,1398861,1432708,1475298,1521776,1566944,1608716,1649521,1688435
Ghana,GHA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.48705455,10.7066078,10.97286782,11.25938338,11.51963985,11.76039187,11.97673231,12.12602072,12.23155283,12.26572258,12.20416559,12.12503324,12.01363441,11.83131409,11.64830203,11.49549717,11.33049024,11.15487716,10.97206643,10.77680004,10.56968724,10.35961389,10.16789585,10.02398654,9.949670222,9.951186203,10.00914209,10.0956498,10.17626154,10.23117141,10.27655055,10.31071288
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.62159068,50.71604099,50.91254082,51.23354525,51.61561597,52.05072013,52.51417009,53.02794243,53.5930818,54.1010158,54.52694521,54.96186368,55.40631504,55.81128806,56.17911561,56.49883178,56.7834044,57.06160327,57.31701321,57.52421108,57.65993558,57.73765002,57.78981176,57.83798985,57.90402686,58.00325026,58.15473568,58.36880539,58.58696064,58.78113392,59.01287931,59.26835602
Ghana,GHA,"Population ages 15-64, female",SP.POP.1564.FE.IN,4033210,4137371,4249732,4373348,4505456,4647290,4794849,4952202,5121030,5291453,5462592,5646430,5842356,6039190,6236102,6433883,6632908,6835976,7041268,7245211,7441675,7633737,7830224,8030739,8235174,8444932,8664475,8890012,9111546,9331640,9561093,9794056
Ghana,GHA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,51.74054309,51.77128055,51.89766648,52.14428235,52.47318504,52.87490041,53.3057054,53.77851118,54.29492257,54.76059735,55.14552266,55.53371324,55.93127631,56.29204031,56.61956406,56.90402344,57.15853346,57.41355559,57.65485123,57.85716094,57.99319069,58.07311486,58.12948229,58.18240476,58.2526773,58.34724317,58.48529772,58.68505705,58.88821885,59.06620338,59.27858035,59.51121481
Ghana,GHA,"Population ages 15-64, male",SP.POP.1564.MA.IN,3786298,3897811,4019253,4153776,4290286,4429769,4575785,4734964,4908759,5083386,5260405,5453435,5659067,5865086,6070745,6276632,6483256,6692372,6901718,7107518,7304691,7496958,7691405,7889513,8091653,8301151,8522751,8750362,8974624,9197519,9429488,9665543
Ghana,GHA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,49.48170491,49.64201376,49.91080201,50.30842524,50.7447028,51.21324182,51.70957581,52.2650302,52.8799724,53.43110599,53.89911089,54.38205533,54.87459017,55.32477074,55.73374856,56.08943434,56.404678,56.70652596,56.9764001,57.18873215,57.32434652,57.4000239,57.44806428,57.49157239,57.55345163,57.65743646,57.82248528,58.05097813,58.28424317,58.49470593,58.74589091,59.02428171
Ghana,GHA,"Population ages 15-64, total",SP.POP.1564.TO,7819508,8035181,8268985,8527123,8795742,9077060,9370634,9687166,10029789,10374839,10722997,11099866,11501424,11904276,12306846,12710515,13116164,13528348,13942987,14352729,14746366,15130695,15521628,15920252,16326827,16746083,17187227,17640373,18086170,18529159,18990581,19459598
Ghana,GHA,"Population ages 20-24, female",SP.POP.2024.FE,665998,671970,682636,700203,723362,751114,782503,820559,863299,906294,950222,996432,1041102,1083332,1120541,1149598,1176065,1199534,1215649,1229572,1244296,1256998,1268730,1279599,1288759,1295779,1302772,1312147,1325878,1347678,1381121,1423099
Ghana,GHA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.543845742,8.408418629,8.336335956,8.348663085,8.424699362,8.545857467,8.699309277,8.910878079,9.152988714,9.379120147,9.592599349,9.800098283,9.966902324,10.09787599,10.17375003,10.16754268,10.1346424,10.07456901,9.95389712,9.818836897,9.696834429,9.5625279,9.418711747,9.270647066,9.116220513,8.952722461,8.793727621,8.661794295,8.56919227,8.530354076,8.562921403,8.647114623
Ghana,GHA,"Population ages 20-24, male",SP.POP.2024.MA,624668,642783,665681,695378,728242,762952,800271,844068,891858,938223,984397,1031723,1075866,1116657,1151435,1177635,1202392,1224689,1239792,1253848,1269584,1282860,1294406,1304634,1312893,1319076,1325394,1334144,1347517,1369156,1402460,1444401
Ghana,GHA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.163551216,8.186395338,8.266373786,8.422066172,8.613516494,8.82060461,9.043623873,9.316911282,9.607606817,9.861594723,10.08631391,10.28841677,10.43241369,10.53331401,10.57099154,10.52362387,10.46087627,10.37717152,10.23497121,10.08875073,9.963200607,9.822146978,9.668080659,9.506982251,9.338206145,9.161930615,8.992117106,8.850872634,8.75123157,8.707609355,8.737352672,8.820477693
Ghana,GHA,"Population ages 25-29, female",SP.POP.2529.FE,628864,628775,626370,624018,624297,629137,637340,651192,672174,697969,727706,762791,805529,852034,898617,945348,991764,1035076,1076402,1112700,1139814,1163572,1184134,1197327,1208575,1221806,1234852,1247033,1257087,1265006,1272239,1279111
Ghana,GHA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.067461126,7.867915865,7.649216287,7.440288489,7.270924275,7.158054742,7.085490758,7.071634627,7.126620787,7.223195477,7.346283891,7.502189682,7.71166513,7.941914114,8.158835617,8.361063567,8.54643954,8.69333394,8.813728095,8.885547015,8.882607102,8.851792356,8.790689987,8.674593115,8.549027558,8.441632423,8.335263555,8.231954863,8.12459705,8.007070748,7.887858373,7.772209326
Ghana,GHA,"Population ages 25-29, male",SP.POP.2529.MA,546154,549424,553265,559636,568959,582544,600037,623940,655363,690729,729211,772168,821784,873795,924226,973247,1020465,1063007,1102700,1136396,1160542,1182436,1201545,1213508,1224706,1238630,1251856,1263682,1273021,1279908,1286127,1292206
Ghana,GHA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.137481271,6.997393477,6.870412196,6.778021757,6.729540958,6.734880165,6.780839163,6.887115286,7.059952178,7.260203024,7.471634703,7.700115442,7.96863798,8.242421007,8.485051462,8.697160843,8.878097051,9.007181637,9.103226889,9.143700779,9.107477887,9.053252621,8.974490211,8.842935462,8.710959001,8.603172081,8.49319957,8.38341903,8.26742608,8.140003626,8.012592738,7.891076054
Ghana,GHA,"Population ages 30-34, female",SP.POP.3034.FE,528372,549794,567358,580832,589882,594948,596651,597004,597777,600667,607520,618945,636644,660748,689614,721898,757296,798658,844012,889427,934185,978070,1018620,1057024,1090642,1116359,1140281,1161064,1173658,1184057,1197515,1210360
Ghana,GHA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.778280418,6.879619792,6.928562501,6.925373376,6.870112764,6.769066757,6.633139528,6.483173806,6.337838111,6.216229026,6.132981794,6.087441824,6.094859581,6.158918351,6.261221472,6.384771414,6.525931035,6.707713248,6.910887594,7.102584187,7.280134405,7.440602709,7.561958376,7.658099486,7.714808133,7.713087471,7.696908343,7.664456573,7.585389501,7.494687112,7.424571131,7.354457426
Ghana,GHA,"Population ages 30-34, male",SP.POP.3034.MA,467982,481284,492091,500858,506600,510029,513089,518025,526044,537806,554927,577370,606199,641200,680136,721256,764169,812008,862532,911463,958185,1002524,1041845,1078184,1108845,1131203,1152812,1171901,1183103,1193185,1207026,1219825
Ghana,GHA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.115880796,6.129571191,6.110745334,6.066138444,5.991976248,5.896528955,5.798265749,5.718008867,5.66684822,5.652840329,5.685887666,5.757580608,5.878167936,6.048380307,6.244131805,6.445306374,6.648312161,6.880394002,7.120545467,7.333845932,7.519463538,7.675770661,7.781667159,7.856817619,7.886875163,7.857014659,7.821240326,7.774532549,7.683471395,7.58846284,7.519798222,7.449072201
Ghana,GHA,"Population ages 35-39, female",SP.POP.3539.FE,378615,401479,425816,451038,476381,500813,522797,541689,556917,567611,574097,578128,581317,584573,589972,598988,611028,628074,651547,679660,710596,744207,783435,826420,869575,912911,956471,996752,1034297,1066999,1092739,1116328
Ghana,GHA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.857116687,5.023747648,5.200053415,5.377820126,5.548213352,5.698038534,5.812083522,5.882479742,5.904626286,5.874131367,5.795572624,5.685998864,5.565186673,5.44888177,5.356548972,5.297707029,5.265478701,5.275031718,5.334954256,5.427474507,5.537695016,5.661498737,5.816011632,5.9873821,6.15106273,6.307432683,6.456188975,6.579794411,6.684698096,6.753748581,6.774962116,6.78309467
Ghana,GHA,"Population ages 35-39, male",SP.POP.3539.MA,355171,372802,390434,407928,424218,438814,451643,462963,472722,480222,486380,493223,501940,512851,527529,546859,569511,597184,631099,668815,708097,748698,793724,841202,887261,931930,975346,1014038,1049201,1078580,1100653,1121660
Ghana,GHA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,4.641602788,4.747964744,4.848382043,4.940617347,5.0175714,5.073201462,5.103882831,5.110234244,5.092432999,5.047579031,4.98354718,4.918455619,4.867193973,4.837677003,4.843091098,4.886854347,4.954776898,5.060128289,5.20997491,5.381440032,5.55687112,5.732362793,5.928424044,6.129912668,6.310815979,6.472924488,6.61721794,6.727249924,6.813869725,6.859590776,6.857086164,6.849607854
Ghana,GHA,"Population ages 40-44, female",SP.POP.4044.FE,262895,278589,296824,316400,336586,357848,380688,405381,431157,456942,481646,504481,524601,540969,553009,560851,565447,568510,571730,577037,585522,596700,612624,634695,661354,691310,724581,763313,805304,847391,890179,932843
Ghana,GHA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,3.37258166,3.486014468,3.624810874,3.772504957,3.920078549,4.071437531,4.232217193,4.402246421,4.571275352,4.728831475,4.86227885,4.961661691,5.022221084,5.042443503,5.020945537,4.96041145,4.872688222,4.774765226,4.681401951,4.607971055,4.562993642,4.539353387,4.547956512,4.598341621,4.678181802,4.776356222,4.890932492,5.038808662,5.204705721,5.363702373,5.519091239,5.668192344
Ghana,GHA,"Population ages 40-44, male",SP.POP.4044.MA,273671,283380,295075,307408,318783,332496,349475,367058,384782,401830,417875,432887,446457,457983,467417,475200,482440,490695,501222,515380,533665,554875,580687,612431,647959,685528,725101,769106,815080,859518,903133,945151
Ghana,GHA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,3.576503398,3.609097641,3.664220666,3.72317607,3.77050588,3.844037044,3.949312737,4.051619257,4.145092791,4.223606336,4.281626788,4.316785626,4.329184076,4.320112636,4.29122022,4.246497377,4.197254428,4.157809941,4.137784999,4.146862545,4.187997281,4.24836824,4.337220254,4.462838349,4.608734082,4.7614862,4.919434228,5.102344124,5.293405447,5.466392613,5.626539009,5.771728632
Ghana,GHA,"Population ages 45-49, female",SP.POP.4549.FE,227043,224773,223539,226473,235044,247692,263258,281538,301256,321510,342678,365677,390636,416512,442433,467248,489750,509202,525078,536800,544268,548450,551113,553867,558680,566916,578210,594067,615604,641552,671003,703356
Ghana,GHA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2.912649757,2.812603956,2.72984929,2.700287772,2.737454863,2.818134834,2.926708795,3.057366093,3.194020108,3.327262337,3.459375272,3.596502862,3.739719054,3.882359778,4.016986136,4.13254191,4.220379924,4.27665301,4.299409116,4.286655557,4.241500036,4.172294897,4.091315321,4.012749396,3.951906163,3.916903737,3.902926754,3.921579306,3.978671735,4.060809395,4.160204609,4.273769967
Ghana,GHA,"Population ages 45-49, male",SP.POP.4549.MA,219187,223251,227672,234705,245212,255200,264494,276078,288461,300269,314742,332768,351369,369753,387537,404128,418980,431934,443018,452095,459340,465861,473185,482633,495654,512986,533619,558791,589394,623533,659930,697838
Ghana,GHA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2.864479023,2.843296054,2.827214936,2.842622041,2.900321811,2.950411961,2.988962153,3.047383494,3.107467635,3.156105943,3.224906439,3.318391678,3.4071439,3.487847854,3.557865055,3.611385975,3.645148952,3.659905645,3.657288058,3.637660835,3.604719943,3.566837714,3.534278076,3.516988952,3.525431669,3.563058488,3.620330662,3.707088458,3.827724162,3.965566963,4.11137966,4.26146967
Ghana,GHA,"Population ages 50-54, female",SP.POP.5054.FE,220856,221136,220913,219021,215774,213146,211285,210608,214017,222766,235322,250838,269040,288542,308582,329462,351787,375727,400569,425487,449225,470666,489209,504310,515475,522792,527251,530208,533040,537832,546036,556821
Ghana,GHA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.833272633,2.767093861,2.697780612,2.611430159,2.513030931,2.425079366,2.348910114,2.287106134,2.269076813,2.305372806,2.375598603,2.46703945,2.575635333,2.689540269,2.801714648,2.91389895,3.031495237,3.155627564,3.279912718,3.397753483,3.500827211,3.580558574,3.631756603,3.653707155,3.646282362,3.612048164,3.558952986,3.500024425,3.445057941,3.404299169,3.385414915,3.383388438
Ghana,GHA,"Population ages 50-54, male",SP.POP.5054.MA,193105,193915,195520,197352,199360,202514,206381,210844,217897,228463,238810,248755,260861,273499,285638,300146,317532,335144,352611,369518,385129,398941,410839,420937,429206,435968,442375,449644,458731,471136,487699,506923
Ghana,GHA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.523610103,2.469676527,2.427959863,2.390227478,2.357992905,2.341295287,2.332250123,2.327323747,2.347317069,2.401363478,2.446897838,2.480602947,2.529505164,2.579888764,2.622359823,2.682174246,2.762545794,2.839778386,2.910946797,2.973227212,3.022345081,3.054468617,3.068607987,3.067404795,3.052807379,3.028106395,3.001287017,2.982990472,2.979157654,2.996350377,3.038374115,3.095614702
Ghana,GHA,"Population ages 55-59, female",SP.POP.5559.FE,191832,196520,200339,203138,204510,205015,205449,205559,204197,201561,199443,198131,198003,201686,210397,222666,237530,254751,273204,292202,311934,332997,355646,379163,402813,425531,446298,464293,478862,489697,496842,500816
Ghana,GHA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.460934589,2.459071728,2.446537294,2.42206001,2.381843761,2.332568286,2.284035194,2.232276444,2.164967084,2.085930039,2.013395819,1.94865116,1.895564136,1.879940108,1.910261638,1.969349276,2.046895035,2.139582116,2.237035103,2.333404378,2.430910612,2.533247511,2.640216948,2.747021804,2.849355181,2.940054548,3.012516038,3.064907305,3.09490378,3.09961733,3.080413141,3.043087571
Ghana,GHA,"Population ages 55-59, male",SP.POP.5559.MA,172000,173957,175092,175729,175765,175787,176584,178285,180275,182579,186135,190511,195431,202607,213055,223187,232647,243918,255733,267123,280601,296635,312806,328833,344407,358928,372013,383406,392968,400755,406943,412236
Ghana,GHA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.247796793,2.215487635,2.174280182,2.128334597,2.078909731,2.032306138,1.995523114,1.967934084,1.942020495,1.919074786,1.907174639,1.89979453,1.895046495,1.911176322,1.955996303,1.994450779,2.024037294,2.06678814,2.111180755,2.149337405,2.20204646,2.271172493,2.336383488,2.396231235,2.449661598,2.493015388,2.523913617,2.543559406,2.55207047,2.548738834,2.535262687,2.517389354
Ghana,GHA,"Population ages 60-64, female",SP.POP.6064.FE,143934,149753,155668,161788,168078,173580,177955,181647,184516,186133,186911,187609,188022,187086,184972,183347,182418,182484,186036,194227,205611,219317,235245,252346,270054,288635,308602,330014,352186,374543,395805,414585
Ghana,GHA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.846481884,1.873872219,1.901015616,1.929029922,1.957529435,1.974919838,1.978376546,1.972603725,1.956297027,1.926267562,1.886888833,1.845165288,1.800016706,1.743851705,1.679415393,1.621599582,1.571971955,1.532630684,1.523291823,1.551017869,1.602336319,1.668438691,1.746392168,1.828240988,1.910265468,1.994220502,2.083070013,2.178500041,2.276192707,2.370733656,2.453985847,2.519125708
Ghana,GHA,"Population ages 60-64, male",SP.POP.6064.MA,131900,136349,140792,145138,149201,152198,153989,155142,155922,156315,156835,158129,160225,162478,164992,168581,172774,177321,183930,193520,202678,211068,221046,231571,241862,254192,268937,283877,298664,313030,325995,336867
Ghana,GHA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.723744971,1.736523347,1.748345187,1.757837953,1.76472752,1.759584326,1.740183758,1.712479218,1.679681373,1.643015764,1.606956139,1.576878872,1.553662544,1.532638754,1.514739218,1.50648337,1.503138915,1.502491237,1.518414585,1.557106636,1.590537355,1.616029894,1.651016546,1.68747452,1.720290393,1.765541942,1.824602717,1.883271736,1.939625122,1.990819133,2.030955096,2.057132664
Ghana,GHA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.607305427,2.667180611,2.72922885,2.790607592,2.849003426,2.907868364,2.970641212,3.032845805,3.093059296,3.149486712,3.193584888,3.222638799,3.242038881,3.255962607,3.261175114,3.256541298,3.248456421,3.238019396,3.219519029,3.193367401,3.166406247,3.140671423,3.118332483,3.108604693,3.118721873,3.138228376,3.164405589,3.206191238,3.262254957,3.332054873,3.405507542,3.476763941
Ghana,GHA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,207354,218525,230151,241954,253833,266274,279502,293322,307735,322511,336859,350535,363927,377029,389162,400145,410565,420361,428486,434864,440537,446246,452766,461106,472288,486252,502767,521785,543265,567914,594821,622817
Ghana,GHA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.660066937,2.734428449,2.810594949,2.884870759,2.956288433,3.029552972,3.10730354,3.185340046,3.262712702,3.337631912,3.400631773,3.447573494,3.484022814,3.514338521,3.533330773,3.53905417,3.538009767,3.530500933,3.508504954,3.472638193,3.433121377,3.394781334,3.361209819,3.340695785,3.340796498,3.359584622,3.393685737,3.444425521,3.511142445,3.594708307,3.687877798,3.784397207
Ghana,GHA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,195396,204048,213119,222504,231662,240825,250579,260719,271122,281459,291175,300296,309066,317451,325245,332477,339783,347319,354696,361906,369262,376797,384780,394556,407078,419784,432450,447199,463813,482426,501085,518710
Ghana,GHA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.553556855,2.598735481,2.646490594,2.694855764,2.740049024,2.784220391,2.831724189,2.877843719,2.920681964,2.958395381,2.983439595,2.994573547,2.996937231,2.994488309,2.985980229,2.971096026,2.956126363,2.942940912,2.928159293,2.911975278,2.897823172,2.884924366,2.87397005,2.875164137,2.895421242,2.915700402,2.933954385,2.966770041,3.012161883,3.068149734,3.121769151,3.167590972
Ghana,GHA,"Population ages 65 and above, total",SP.POP.65UP.TO,402750,422574,443269,464458,485495,507099,530082,554041,578857,603970,628035,650830,672993,694481,714407,732623,750348,767680,783183,796770,809799,823042,837545,855662,879366,906036,935218,968984,1007079,1050340,1095906,1141527
Ghana,GHA,"Population ages 65-69, female",SP.POP.6569.FE,97562,102806,108227,113830,119011,123882,129006,134295,139879,145675,150737,154750,158163,160893,162526,163429,164278,164841,164169,162469,161147,160407,160645,163979,171441,181853,194435,208943,224450,240571,257184,274397
Ghana,GHA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.25158642,1.286420354,1.321666734,1.357217322,1.386072113,1.409471321,1.434196537,1.458383977,1.483045445,1.507572687,1.521707989,1.52199569,1.514159434,1.499703518,1.475625522,1.445431817,1.415647704,1.38445599,1.344237799,1.297412044,1.255823195,1.220281195,1.192581747,1.188025366,1.212715891,1.25644839,1.312438227,1.379281891,1.450630819,1.522735083,1.594538538,1.667304117
Ghana,GHA,"Population ages 65-69, male",SP.POP.6569.MA,92418,95749,99359,103298,107048,110627,114465,118341,122187,125918,128834,130732,132087,133084,133733,134451,135773,137712,139783,142081,145203,148729,152526,158124,166365,174313,181693,190529,199848,209011,219407,230990
Ghana,GHA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.207776093,1.219446963,1.233839306,1.251093062,1.266137869,1.278981425,1.293534823,1.306254875,1.31626857,1.323520331,1.320057686,1.30366901,1.280820105,1.255372803,1.227768565,1.201480841,1.181228188,1.166880448,1.153963714,1.143216557,1.139500049,1.13873113,1.139232078,1.152259797,1.183303335,1.210732048,1.232690232,1.2639929,1.297880566,1.329278642,1.366909814,1.410576729
Ghana,GHA,"Population ages 70-74, female",SP.POP.7074.FE,57915,61506,65399,69228,73125,77312,81561,86005,90664,95060,99216,103520,107942,112628,117460,121699,125134,128075,130430,131941,132810,133602,134280,133944,132768,131997,131814,132440,135583,142172,150949,160913
Ghana,GHA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.742969881,0.769636145,0.798651748,0.825424926,0.851656765,0.879617554,0.906736925,0.933972575,0.961245725,0.983764267,1.001597351,1.018138894,1.033377937,1.049824155,1.066461438,1.076362626,1.078331846,1.075672273,1.067982434,1.05362448,1.034992141,1.016371645,0.996858759,0.970419288,0.939156912,0.9119827,0.889749215,0.874264292,0.876277301,0.899901868,0.935883753,0.977749014
Ghana,GHA,"Population ages 70-74, male",SP.POP.7074.MA,57227,60066,63017,65870,68540,71153,73822,76738,79937,83082,86183,89489,92808,96064,99181,101616,103253,104437,105351,106019,106654,107673,109163,110770,112604,115170,118156,121444,126166,133009,139102,143911
Ghana,GHA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.74788468,0.764992859,0.782546898,0.797784081,0.810678339,0.822610701,0.834240403,0.847036589,0.861127294,0.873268949,0.883052545,0.892395801,0.899941272,0.906166839,0.910547471,0.908064136,0.898306756,0.884922646,0.869713994,0.853049349,0.83697871,0.824392077,0.815348395,0.807190694,0.800917794,0.799934627,0.801631126,0.805674484,0.819364715,0.845915286,0.86661124,0.878813982
Ghana,GHA,"Population ages 75-79, female",SP.POP.7579.FE,31128,32745,34375,36031,37966,40233,42811,45614,48410,51328,54477,57627,60888,64295,67497,70572,73821,77157,80643,84259,87407,89956,92260,94181,95537,96484,97437,98274,98279,97656,97209,96855
Ghana,GHA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.399329473,0.409741012,0.419780952,0.429610612,0.442168546,0.457748372,0.475936552,0.49535134,0.51325423,0.531187169,0.549956859,0.56676759,0.582905861,0.599306294,0.612831385,0.624169066,0.636146333,0.648025449,0.660315704,0.672852398,0.681169155,0.684333959,0.68490982,0.682337835,0.675794589,0.666621757,0.657704116,0.64872979,0.635183578,0.618127106,0.602696873,0.588516035
Ghana,GHA,"Population ages 75-79, male",SP.POP.7579.MA,29578,31236,32913,34598,36362,38220,40214,42283,44290,46250,48253,50301,52504,54856,57126,59364,61778,64191,66553,68820,70531,71608,72365,72977,73485,74013,74881,76156,77478,78926,80594,82026
